evidence_block,grain,item,item_2,item_3,rank_label,rank_value,customer_count,address_count,active_address_count,inactive_address_count,order_count,line_count,total_order_value,avg_order_value,shipping_cost,country_count,share_pct,secondary_value,notes
top_customer_address_value,customer,Casey Bartoszek,1742,,customer_value_rank,660.0,1,1,1,0,4,4,46.71,11.6775,8.9,1.0,0.0619,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Murial Firmager,905,,customer_value_rank,661.0,1,1,1,0,5,5,46.7,9.34,7.7,1.0,0.0619,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Jane Couzens,1759,,customer_value_rank,662.0,1,1,1,0,5,5,46.66,9.332,15.14,1.0,0.0618,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Kyrstin Pascoe,1431,,customer_value_rank,663.0,1,3,3,0,4,4,46.38,11.595,10.55,3.0,0.0615,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Olwen Giovanardi,1162,,customer_value_rank,664.0,1,1,1,0,6,6,46.29,7.715,13.6,1.0,0.0614,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Minny Gilleon,142,,customer_value_rank,665.0,1,3,2,1,5,5,46.13,9.226,18.26,2.0,0.0611,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Mozelle Tebbs,1810,,customer_value_rank,666.0,1,2,2,0,5,5,46.13,9.226,12.62,2.0,0.0611,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Saw Gomez,1443,,customer_value_rank,667.0,1,3,2,1,6,6,45.98,7.6633,13.1,3.0,0.0609,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Parke Grinham,661,,customer_value_rank,668.0,1,2,2,0,3,3,45.95,15.3167,5.9,2.0,0.0609,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Shaine Cockell,1467,,customer_value_rank,669.0,1,3,2,1,5,5,45.89,9.178,10.82,2.0,0.0608,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Verene Pettyfer,54,,customer_value_rank,670.0,1,2,1,1,6,6,45.86,7.6433,12.0,2.0,0.0608,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Sidonnie Bartel,624,,customer_value_rank,671.0,1,2,2,0,5,5,45.86,9.172,10.1,2.0,0.0608,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ernesta Alben,1279,,customer_value_rank,672.0,1,2,2,0,7,7,45.82,6.5457,17.3857,2.0,0.0607,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Judie Parkes,1053,,customer_value_rank,673.0,1,1,1,0,5,5,45.69,9.138,15.14,1.0,0.0606,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Harlin Passfield,713,,customer_value_rank,674.0,1,1,1,0,4,4,45.69,11.4225,6.65,1.0,0.0606,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ardeen Percifull,844,,customer_value_rank,675.0,1,2,2,0,7,7,45.67,6.5243,10.7,2.0,0.0605,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Skip Filpo,1284,,customer_value_rank,676.0,1,2,2,0,5,5,45.64,9.128,13.34,2.0,0.0605,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Danice Matthiesen,546,,customer_value_rank,677.0,1,2,2,0,5,5,45.63,9.126,7.7,2.0,0.0605,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Anderea Maylott,359,,customer_value_rank,678.0,1,2,2,0,3,3,45.55,15.1833,10.9,2.0,0.0604,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Viola Sives,1319,,customer_value_rank,679.0,1,2,2,0,4,4,45.42,11.355,15.95,2.0,0.0602,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Marlene Bedingfield,1148,,customer_value_rank,680.0,1,3,3,0,5,5,45.37,9.074,18.86,3.0,0.0601,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Bobbee Pellant,869,,customer_value_rank,681.0,1,2,1,1,5,5,45.26,9.052,18.26,2.0,0.06,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Miguel Fieldsend,326,,customer_value_rank,682.0,1,2,2,0,4,4,45.25,11.3125,8.9,2.0,0.06,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Morey Bastone,453,,customer_value_rank,683.0,1,2,2,0,5,5,45.21,9.042,14.54,2.0,0.0599,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Rosa Harden,1375,,customer_value_rank,684.0,1,2,2,0,8,8,45.17,5.6463,15.5,2.0,0.0599,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Agace MacKinnon,604,,customer_value_rank,685.0,1,2,2,0,4,4,45.17,11.2925,15.95,2.0,0.0599,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Falkner Mees,1484,,customer_value_rank,686.0,1,2,2,0,5,5,45.12,9.024,11.3,2.0,0.0598,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Abigael Trowbridge,813,,customer_value_rank,687.0,1,1,1,0,5,5,45.04,9.008,9.5,1.0,0.0597,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Leonerd Cannon,781,,customer_value_rank,688.0,1,1,1,0,3,3,45.02,15.0067,13.1,1.0,0.0597,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Karolina Varran,794,,customer_value_rank,689.0,1,3,2,1,6,6,45.02,7.5033,14.1,3.0,0.0597,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Kathi Rheam,215,,customer_value_rank,690.0,1,1,1,0,4,4,45.01,11.2525,12.8,1.0,0.0597,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Dorelia Chilley,194,,customer_value_rank,691.0,1,1,1,0,4,4,44.98,11.245,8.15,1.0,0.0596,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Seth Druhan,205,,customer_value_rank,692.0,1,1,1,0,7,7,44.97,6.4243,11.1286,1.0,0.0596,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Matthiew Donizeau,30,,customer_value_rank,693.0,1,3,2,1,4,4,44.82,11.205,8.9,2.0,0.0594,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Olympe Dovinson,111,,customer_value_rank,694.0,1,2,1,1,3,3,44.78,14.9267,15.1,2.0,0.0594,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Zarah Huerta,632,,customer_value_rank,695.0,1,3,3,0,5,5,44.73,8.946,18.86,3.0,0.0593,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Merill Sparkwell,822,,customer_value_rank,696.0,1,2,2,0,6,6,44.58,7.43,13.6,2.0,0.0591,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Jammie Boosey,554,,customer_value_rank,697.0,1,2,2,0,3,3,44.45,14.8167,8.9,1.0,0.0589,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Dasie Blouet,1243,,customer_value_rank,698.0,1,1,1,0,5,5,44.44,8.888,11.3,1.0,0.0589,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Lorrie McIlharga,1807,,customer_value_rank,699.0,1,2,2,0,3,3,44.42,14.8067,6.9,2.0,0.0589,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Julee Barenskie,1099,,customer_value_rank,700.0,1,2,2,0,3,3,44.38,14.7933,14.1,2.0,0.0588,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Peria Free,1009,,customer_value_rank,701.0,1,1,1,0,4,4,44.36,11.09,9.65,1.0,0.0588,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Levy Thacker,52,,customer_value_rank,702.0,1,3,3,0,5,5,44.32,8.864,13.22,3.0,0.0587,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Hilary Todeo,46,,customer_value_rank,703.0,1,2,2,0,4,4,44.23,11.0575,9.65,2.0,0.0586,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Amy Jaynes,879,,customer_value_rank,704.0,1,1,1,0,5,5,44.09,8.818,14.54,1.0,0.0584,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Erina Dungay,1139,,customer_value_rank,705.0,1,2,2,0,5,5,44.09,8.818,14.42,2.0,0.0584,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Candis Wakes,1921,,customer_value_rank,706.0,1,1,1,0,6,6,44.03,7.3383,9.4,1.0,0.0584,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Zebulen Haggar,115,,customer_value_rank,707.0,1,2,1,1,5,5,44.02,8.804,7.7,2.0,0.0583,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Pierrette Diess,137,,customer_value_rank,708.0,1,3,2,1,8,8,44.0,5.5,8.15,3.0,0.0583,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Andras Kraut,1016,,customer_value_rank,709.0,1,1,1,0,6,6,43.97,7.3283,11.0,1.0,0.0583,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Angus Berardt,1048,,customer_value_rank,710.0,1,1,1,0,4,4,43.67,10.9175,14.3,1.0,0.0579,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Dixie Devenish,374,,customer_value_rank,711.0,1,1,1,0,5,5,43.58,8.716,10.1,1.0,0.0578,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Artie Coltan,132,,customer_value_rank,712.0,1,3,2,1,4,4,43.55,10.8875,18.2,2.0,0.0577,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Robyn Westpfel,581,,customer_value_rank,713.0,1,1,1,0,6,6,43.52,7.2533,9.9,1.0,0.0577,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Inna Burke,850,,customer_value_rank,714.0,1,2,2,0,4,4,43.37,10.8425,16.7,1.0,0.0575,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Robinson Rosenauer,1417,,customer_value_rank,715.0,1,1,1,0,6,6,43.35,7.225,20.3,1.0,0.0575,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Teador Presnell,1070,,customer_value_rank,716.0,1,1,1,0,3,3,43.3,14.4333,15.1,1.0,0.0574,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Leoline Colrein,585,,customer_value_rank,717.0,1,2,1,1,4,4,43.21,10.8025,11.9,2.0,0.0573,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Skylar Corkel,1263,,customer_value_rank,718.0,1,3,2,1,4,4,43.21,10.8025,8.15,3.0,0.0573,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Marni Capron,1080,,customer_value_rank,719.0,1,3,2,1,4,4,43.11,10.7775,18.2,2.0,0.0571,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Donia Tapsell,1944,,customer_value_rank,720.0,1,2,2,0,3,3,42.86,14.2867,16.1,2.0,0.0568,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Denyse Salan,1370,,customer_value_rank,721.0,1,2,2,0,3,3,42.8,14.2667,13.1,2.0,0.0567,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Federica Moulding,1861,,customer_value_rank,722.0,1,1,1,0,4,4,42.76,10.69,19.85,1.0,0.0567,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Sargent Inwood,468,,customer_value_rank,723.0,1,3,2,1,4,4,42.59,10.6475,9.65,2.0,0.0564,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Monro Gumme,1906,,customer_value_rank,724.0,1,3,2,1,8,8,42.51,5.3138,11.675,3.0,0.0563,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Lonni Janus,309,,customer_value_rank,725.0,1,3,2,1,6,6,42.45,7.075,13.0,3.0,0.0563,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Vergil MacKay,1710,,customer_value_rank,726.0,1,1,1,0,5,5,42.14,8.428,10.82,1.0,0.0559,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Noreen Baumert,329,,customer_value_rank,727.0,1,3,2,1,4,4,42.04,10.51,16.7,3.0,0.0557,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Alma Rubbert,1735,,customer_value_rank,728.0,1,3,3,0,5,5,42.03,8.406,14.54,2.0,0.0557,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Thatch Ikin,1437,,customer_value_rank,729.0,1,1,1,0,4,4,42.03,10.5075,13.55,1.0,0.0557,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Carline Kupis,5,,customer_value_rank,730.0,1,1,1,0,3,3,41.94,13.98,15.1,1.0,0.0556,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Isak Spadelli,1934,,customer_value_rank,731.0,1,3,2,1,5,5,41.85,8.37,14.54,3.0,0.0555,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Noreen Stanluck,1203,,customer_value_rank,732.0,1,3,2,1,4,4,41.73,10.4325,8.9,3.0,0.0553,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Nancie Naper,738,,customer_value_rank,733.0,1,3,2,1,5,5,41.71,8.342,11.42,2.0,0.0553,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Jeri Phifer,1704,,customer_value_rank,734.0,1,1,1,0,5,5,41.66,8.332,15.74,1.0,0.0552,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Stuart Slyford,533,,customer_value_rank,735.0,1,1,1,0,5,5,41.57,8.314,11.42,1.0,0.0551,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Nester Klaessen,801,,customer_value_rank,736.0,1,1,1,0,3,3,41.57,13.8567,24.5,1.0,0.0551,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Glynn Whild,1689,,customer_value_rank,737.0,1,2,2,0,4,4,41.42,10.355,8.15,2.0,0.0549,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Nels Antrag,744,,customer_value_rank,738.0,1,4,2,2,3,3,41.38,13.7933,9.9,4.0,0.0548,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Pepi Millmore,1367,,customer_value_rank,739.0,1,1,1,0,3,3,41.38,13.7933,6.9,1.0,0.0548,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Derril McLane,1011,,customer_value_rank,740.0,1,2,2,0,5,5,41.31,8.262,12.02,2.0,0.0548,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Marcelle Woolgar,511,,customer_value_rank,741.0,1,2,2,0,4,4,41.3,10.325,8.9,2.0,0.0547,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Padraig Avent,1705,,customer_value_rank,742.0,1,3,2,1,4,4,41.15,10.2875,17.45,3.0,0.0545,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Antonie Liebmann,483,,customer_value_rank,743.0,1,3,3,0,6,6,41.12,6.8533,14.1,3.0,0.0545,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Toddy Febre,1877,,customer_value_rank,744.0,1,2,2,0,5,5,40.97,8.194,14.54,2.0,0.0543,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Rozanna Artin,91,,customer_value_rank,745.0,1,1,1,0,3,3,40.72,13.5733,19.3,1.0,0.054,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Hillery Hallifax,287,,customer_value_rank,746.0,1,2,2,0,4,4,40.6,10.15,12.05,1.0,0.0538,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Gilberto Joliffe,1288,,customer_value_rank,747.0,1,3,2,1,4,4,40.58,10.145,10.4,3.0,0.0538,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Winifield Esh,544,,customer_value_rank,748.0,1,3,2,1,5,5,40.42,8.084,8.9,2.0,0.0536,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Maighdiln Damiral,580,,customer_value_rank,749.0,1,2,2,0,3,3,40.4,13.4667,7.9,2.0,0.0535,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ruthanne Vatini,2,,customer_value_rank,750.0,1,1,1,0,4,4,40.38,10.095,13.55,1.0,0.0535,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Anna-diana Coton,1041,,customer_value_rank,751.0,1,3,2,1,5,5,40.36,8.072,18.86,3.0,0.0535,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Regan Athersmith,610,,customer_value_rank,752.0,1,2,2,0,4,4,40.32,10.08,9.65,1.0,0.0534,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Pearla Caze,963,,customer_value_rank,753.0,1,1,1,0,4,4,40.3,10.075,10.55,1.0,0.0534,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Tripp Halsworth,31,,customer_value_rank,754.0,1,1,1,0,5,5,40.13,8.026,14.54,1.0,0.0532,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ardeen Caret,1999,,customer_value_rank,755.0,1,2,2,0,5,5,40.11,8.022,12.62,2.0,0.0532,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Morley Jiras,295,,customer_value_rank,756.0,1,2,2,0,4,4,40.11,10.0275,12.8,2.0,0.0532,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Dulci Barme,440,,customer_value_rank,757.0,1,1,1,0,3,3,40.07,13.3567,9.9,1.0,0.0531,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Garey Krochmann,866,,customer_value_rank,758.0,1,1,1,0,5,5,40.05,8.01,13.94,1.0,0.0531,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ahmed Casson,1641,,customer_value_rank,759.0,1,2,1,1,5,5,40.03,8.006,9.5,2.0,0.0531,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Olva Celloni,1654,,customer_value_rank,760.0,1,2,2,0,6,6,39.87,6.645,9.9,1.0,0.0528,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Bennie Mepsted,89,,customer_value_rank,761.0,1,4,3,1,4,4,39.77,9.9425,12.05,4.0,0.0527,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Noelle Duke,65,,customer_value_rank,762.0,1,1,1,0,4,4,39.73,9.9325,17.45,1.0,0.0527,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Zak Rizzardi,849,,customer_value_rank,763.0,1,1,1,0,4,4,39.7,9.925,12.05,1.0,0.0526,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Patrizio Di Franceschi,1598,,customer_value_rank,764.0,1,3,2,1,5,5,39.65,7.93,10.82,3.0,0.0526,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Nelli Provest,956,,customer_value_rank,765.0,1,3,3,0,4,4,39.63,9.9075,15.95,3.0,0.0525,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Dolf Lasty,1674,,customer_value_rank,766.0,1,2,2,0,3,3,39.57,13.19,7.9,1.0,0.0524,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Dusty Merrikin,196,,customer_value_rank,767.0,1,1,1,0,3,3,39.53,13.1767,10.9,1.0,0.0524,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Keane Adamoli,526,,customer_value_rank,768.0,1,4,3,1,4,4,39.44,9.86,12.05,4.0,0.0523,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Juieta Hellings,1796,,customer_value_rank,769.0,1,3,3,0,5,5,39.42,7.884,10.1,3.0,0.0522,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Sue Bohlin,735,,customer_value_rank,770.0,1,3,2,1,3,3,39.4,13.1333,13.1,2.0,0.0522,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Dag Josselsohn,1734,,customer_value_rank,771.0,1,3,2,1,5,5,39.3,7.86,15.74,3.0,0.0521,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ilise Byfford,575,,customer_value_rank,772.0,1,2,2,0,5,5,39.3,7.86,12.02,2.0,0.0521,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Engracia Odgaard,975,,customer_value_rank,773.0,1,1,1,0,3,3,39.29,13.0967,14.1,1.0,0.0521,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Martin Lidgley,706,,customer_value_rank,774.0,1,3,3,0,3,3,39.25,13.0833,8.9,3.0,0.052,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Glenine Nare,419,,customer_value_rank,775.0,1,2,2,0,3,3,39.22,13.0733,13.1,2.0,0.052,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Dulci Portman,360,,customer_value_rank,776.0,1,3,2,1,7,7,39.18,5.5971,10.7,3.0,0.0519,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Stefano Ech,1991,,customer_value_rank,777.0,1,1,1,0,4,4,39.13,9.7825,8.9,1.0,0.0519,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Kalvin Wasiel,754,,customer_value_rank,778.0,1,2,2,0,6,6,39.09,6.515,14.1,2.0,0.0518,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Natalya Cannam,1486,,customer_value_rank,779.0,1,2,2,0,3,3,39.06,13.02,7.9,2.0,0.0518,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Mona Eckery,519,,customer_value_rank,780.0,1,4,3,1,5,5,39.03,7.806,12.62,4.0,0.0517,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Julia Warlowe,1728,,customer_value_rank,781.0,1,1,1,0,3,3,39.03,13.01,8.9,1.0,0.0517,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Tami Gyer,219,,customer_value_rank,782.0,1,2,2,0,5,5,39.02,7.804,12.02,2.0,0.0517,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Andrei Jefferson,18,,customer_value_rank,783.0,1,2,2,0,3,3,39.02,13.0067,10.9,2.0,0.0517,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Garvey Kemmish,1670,,customer_value_rank,784.0,1,2,2,0,4,4,38.99,9.7475,11.15,2.0,0.0517,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Lammond Boys,469,,customer_value_rank,785.0,1,2,2,0,5,5,38.81,7.762,13.94,2.0,0.0514,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Friedrich Fallows,1497,,customer_value_rank,786.0,1,1,1,0,4,4,38.68,9.67,12.05,1.0,0.0513,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Newton Miguel,1883,,customer_value_rank,787.0,1,2,2,0,5,5,38.53,7.706,15.74,1.0,0.0511,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Trudey Itzhaki,1984,,customer_value_rank,788.0,1,1,1,0,3,3,38.51,12.8367,20.3,1.0,0.051,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Courtnay Scales,938,,customer_value_rank,789.0,1,1,1,0,4,4,38.46,9.615,11.3,1.0,0.051,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ulrike Sabie,1802,,customer_value_rank,790.0,1,1,1,0,5,5,38.4,7.68,14.54,1.0,0.0509,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Morgan Snaden,447,,customer_value_rank,791.0,1,1,1,0,3,3,38.39,12.7967,20.3,1.0,0.0509,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Vivi Lightman,681,,customer_value_rank,792.0,1,1,1,0,3,3,38.36,12.7867,8.9,1.0,0.0508,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Claudio Woan,647,,customer_value_rank,793.0,1,1,1,0,4,4,38.31,9.5775,12.8,1.0,0.0508,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Anya Nattrass,1594,,customer_value_rank,794.0,1,1,1,0,4,4,38.16,9.54,12.8,1.0,0.0506,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Kissie Sneller,566,,customer_value_rank,795.0,1,1,1,0,4,4,38.16,9.54,15.2,1.0,0.0506,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Sherline Degli Antoni,437,,customer_value_rank,796.0,1,3,3,0,5,5,38.1,7.62,7.7,2.0,0.0505,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Caryl Hearon,1574,,customer_value_rank,797.0,1,3,2,1,4,4,38.03,9.5075,10.4,3.0,0.0504,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Lia Danslow,1937,,customer_value_rank,798.0,1,2,1,1,4,4,38.01,9.5025,6.65,2.0,0.0504,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Rachele Ingarfill,512,,customer_value_rank,799.0,1,1,1,0,3,3,37.96,12.6533,9.9,1.0,0.0503,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Jeanie Castelletti,1044,,customer_value_rank,800.0,1,1,1,0,3,3,37.9,12.6333,12.1,1.0,0.0502,1.0,Customer-level address and order-value evidence for top or mismatched customers.
